query_id,original_query,optimized_query,predicted_time,alt_1_query,alt_1_score,execution_time,planning_time,total_rows,total_loops,node_types,max_depth,has_seq_scan,has_sort,has_index_scan,workers_launched,delta_predicted_vs_actual
query20.90,"-- using 90 as a seed to the RNG
-- $ID$
-- TPC-H/TPC-R Potential Part Promotion Query (Q20)
-- Function Query Definition
-- Approved February 1998


select
	s_name,
	s_address
from
	supplier,
	nation
where
	s_suppkey in (
		select
			ps_suppkey
		from
			partsupp
		where
			ps_partkey in (
				select
					p_partkey
				from
					part
				where
					p_name like 'mint%'
			)
			and ps_availqty > (
				select
					0.5 * sum(l_quantity)
				from
					lineitem
				where
					l_partkey = ps_partkey
					and l_suppkey = ps_suppkey
					and l_shipdate >= date '1997-01-01'
					and l_shipdate < date '1997-01-01' + interval '1' year
			)
	)
	and s_nationkey = n_nationkey
	and n_name = 'ALGERIA'
order by
	s_name;
","-- using 90 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Potential Part Promotion Query (Q20) -- Function Query Definition -- Approved February 1998 select s_name, s_address from supplier, nation  where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'mint%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1997-01-01' and l_shipdate < date '1997-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'ALGERIA' order by s_name;",16.066189,"-- using 90 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Potential Part Promotion Query (Q20) -- Function Query Definition -- Approved February 1998 select s_name, s_address from supplier, nation  where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'mint%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1997-01-01' and l_shipdate < date '1997-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'ALGERIA' order by s_name;",16.066189,9582784.213,1.739,57037,215102,"{'Sort': 1, 'Nested Loop': 3, 'Seq Scan': 5, 'Materialize': 2, 'Aggregate': 1}",8,True,True,False,0,9582768.146811
query20.9,"-- using 9 as a seed to the RNG
-- $ID$
-- TPC-H/TPC-R Potential Part Promotion Query (Q20)
-- Function Query Definition
-- Approved February 1998


select
	s_name,
	s_address
from
	supplier,
	nation
where
	s_suppkey in (
		select
			ps_suppkey
		from
			partsupp
		where
			ps_partkey in (
				select
					p_partkey
				from
					part
				where
					p_name like 'red%'
			)
			and ps_availqty > (
				select
					0.5 * sum(l_quantity)
				from
					lineitem
				where
					l_partkey = ps_partkey
					and l_suppkey = ps_suppkey
					and l_shipdate >= date '1993-01-01'
					and l_shipdate < date '1993-01-01' + interval '1' year
			)
	)
	and s_nationkey = n_nationkey
	and n_name = 'GERMANY'
order by
	s_name;
","-- using 9 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Potential Part Promotion Query (Q20) -- Function Query Definition -- Approved February 1998 select s_name, s_address from supplier, nation  where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'red%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1993-01-01' and l_shipdate < date '1993-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'GERMANY' order by s_name;",16.087076,"-- using 9 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Potential Part Promotion Query (Q20) -- Function Query Definition -- Approved February 1998 select s_name, s_address from supplier, nation  where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'red%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1993-01-01' and l_shipdate < date '1993-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'GERMANY' order by s_name;",16.087076,9754391.54,1.933,56633,214664,"{'Sort': 1, 'Nested Loop': 3, 'Seq Scan': 5, 'Materialize': 2, 'Aggregate': 1}",8,True,True,False,0,9754375.452923998
query20.91,"-- using 91 as a seed to the RNG
-- $ID$
-- TPC-H/TPC-R Potential Part Promotion Query (Q20)
-- Function Query Definition
-- Approved February 1998


select
	s_name,
	s_address
from
	supplier,
	nation
where
	s_suppkey in (
		select
			ps_suppkey
		from
			partsupp
		where
			ps_partkey in (
				select
					p_partkey
				from
					part
				where
					p_name like 'yellow%'
			)
			and ps_availqty > (
				select
					0.5 * sum(l_quantity)
				from
					lineitem
				where
					l_partkey = ps_partkey
					and l_suppkey = ps_suppkey
					and l_shipdate >= date '1995-01-01'
					and l_shipdate < date '1995-01-01' + interval '1' year
			)
	)
	and s_nationkey = n_nationkey
	and n_name = 'KENYA'
order by
	s_name;
","-- using 91 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Potential Part Promotion Query (Q20) -- Function Query Definition -- Approved February 1998 select s_name, s_address from supplier, nation  where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'yellow%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1995-01-01' and l_shipdate < date '1995-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'KENYA' order by s_name;",16.025349,"-- using 91 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Potential Part Promotion Query (Q20) -- Function Query Definition -- Approved February 1998 select s_name, s_address from supplier, nation  where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'yellow%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1995-01-01' and l_shipdate < date '1995-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'KENYA' order by s_name;",16.025349,9645568.546,1.067,57520,215570,"{'Sort': 1, 'Nested Loop': 3, 'Seq Scan': 5, 'Materialize': 2, 'Aggregate': 1}",8,True,True,False,0,9645552.520651
query20.93,"-- using 93 as a seed to the RNG
-- $ID$
-- TPC-H/TPC-R Potential Part Promotion Query (Q20)
-- Function Query Definition
-- Approved February 1998


select
	s_name,
	s_address
from
	supplier,
	nation
where
	s_suppkey in (
		select
			ps_suppkey
		from
			partsupp
		where
			ps_partkey in (
				select
					p_partkey
				from
					part
				where
					p_name like 'seashell%'
			)
			and ps_availqty > (
				select
					0.5 * sum(l_quantity)
				from
					lineitem
				where
					l_partkey = ps_partkey
					and l_suppkey = ps_suppkey
					and l_shipdate >= date '1997-01-01'
					and l_shipdate < date '1997-01-01' + interval '1' year
			)
	)
	and s_nationkey = n_nationkey
	and n_name = 'ROMANIA'
order by
	s_name;
","-- using 93 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Potential Part Promotion Query (Q20) -- Function Query Definition -- Approved February 1998 select s_name, s_address from supplier, nation  where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'seashell%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1997-01-01' and l_shipdate < date '1997-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'ROMANIA' order by s_name;",16.064096,"-- using 93 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Potential Part Promotion Query (Q20) -- Function Query Definition -- Approved February 1998 select s_name, s_address from supplier, nation  where s_suppkey in ( select ps_suppkey from partsupp where ps_partkey in ( select p_partkey from part where p_name like 'seashell%' ) and ps_availqty > ( select 0.5 * sum(l_quantity) from lineitem where l_partkey = ps_partkey and l_suppkey = ps_suppkey and l_shipdate >= date '1997-01-01' and l_shipdate < date '1997-01-01' + interval '1' year ) ) and s_nationkey = n_nationkey and n_name = 'ROMANIA' order by s_name;",16.064096,9616915.17,1.198,57313,215102,"{'Sort': 1, 'Nested Loop': 3, 'Seq Scan': 5, 'Materialize': 2, 'Aggregate': 1}",8,True,True,False,0,9616899.105904
query21.1,"-- using 1 as a seed to the RNG
-- $ID$
-- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21)
-- Functional Query Definition
-- Approved February 1998


select
	s_name,
	count(*) as numwait
from
	supplier,
	lineitem l1,
	orders,
	nation
where
	s_suppkey = l1.l_suppkey
	and o_orderkey = l1.l_orderkey
	and o_orderstatus = 'F'
	and l1.l_receiptdate > l1.l_commitdate
	and exists (
		select
			*
		from
			lineitem l2
		where
			l2.l_orderkey = l1.l_orderkey
			and l2.l_suppkey <> l1.l_suppkey
	)
	and not exists (
		select
			*
		from
			lineitem l3
		where
			l3.l_orderkey = l1.l_orderkey
			and l3.l_suppkey <> l1.l_suppkey
			and l3.l_receiptdate > l3.l_commitdate
	)
	and s_nationkey = n_nationkey
	and n_name = 'PERU'
group by
	s_name
order by
	numwait desc,
	s_name;
","-- using 1 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'PERU' group by s_name order by numwait desc, s_name;",7.1200275,"-- using 1 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'PERU' group by s_name order by numwait desc, s_name;",7.1200275,1276.33,4.059,1035926,36,"{'Sort': 2, 'Aggregate': 1, 'Gather': 1, 'Hash Join': 5, 'Seq Scan': 6, 'Hash': 5}",14,True,True,False,1,1269.2099724999998
query21.10,"-- using 10 as a seed to the RNG
-- $ID$
-- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21)
-- Functional Query Definition
-- Approved February 1998


select
	s_name,
	count(*) as numwait
from
	supplier,
	lineitem l1,
	orders,
	nation
where
	s_suppkey = l1.l_suppkey
	and o_orderkey = l1.l_orderkey
	and o_orderstatus = 'F'
	and l1.l_receiptdate > l1.l_commitdate
	and exists (
		select
			*
		from
			lineitem l2
		where
			l2.l_orderkey = l1.l_orderkey
			and l2.l_suppkey <> l1.l_suppkey
	)
	and not exists (
		select
			*
		from
			lineitem l3
		where
			l3.l_orderkey = l1.l_orderkey
			and l3.l_suppkey <> l1.l_suppkey
			and l3.l_receiptdate > l3.l_commitdate
	)
	and s_nationkey = n_nationkey
	and n_name = 'VIETNAM'
group by
	s_name
order by
	numwait desc,
	s_name;
","-- using 10 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'VIETNAM' group by s_name order by numwait desc, s_name;",6.910672,"-- using 10 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'VIETNAM' group by s_name order by numwait desc, s_name;",6.910672,905.707,33.985,1035477,36,"{'Sort': 2, 'Aggregate': 1, 'Gather': 1, 'Hash Join': 5, 'Seq Scan': 6, 'Hash': 5}",14,True,True,False,1,898.796328
query21.100,"-- using 100 as a seed to the RNG
-- $ID$
-- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21)
-- Functional Query Definition
-- Approved February 1998


select
	s_name,
	count(*) as numwait
from
	supplier,
	lineitem l1,
	orders,
	nation
where
	s_suppkey = l1.l_suppkey
	and o_orderkey = l1.l_orderkey
	and o_orderstatus = 'F'
	and l1.l_receiptdate > l1.l_commitdate
	and exists (
		select
			*
		from
			lineitem l2
		where
			l2.l_orderkey = l1.l_orderkey
			and l2.l_suppkey <> l1.l_suppkey
	)
	and not exists (
		select
			*
		from
			lineitem l3
		where
			l3.l_orderkey = l1.l_orderkey
			and l3.l_suppkey <> l1.l_suppkey
			and l3.l_receiptdate > l3.l_commitdate
	)
	and s_nationkey = n_nationkey
	and n_name = 'MOZAMBIQUE'
group by
	s_name
order by
	numwait desc,
	s_name;
","-- using 100 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'MOZAMBIQUE' group by s_name order by numwait desc, s_name;",7.143153,"-- using 100 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'MOZAMBIQUE' group by s_name order by numwait desc, s_name;",7.143153,942.069,0.951,1033129,36,"{'Sort': 2, 'Aggregate': 1, 'Gather': 1, 'Hash Join': 5, 'Seq Scan': 6, 'Hash': 5}",14,True,True,False,1,934.925847
query21.11,"-- using 11 as a seed to the RNG
-- $ID$
-- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21)
-- Functional Query Definition
-- Approved February 1998


select
	s_name,
	count(*) as numwait
from
	supplier,
	lineitem l1,
	orders,
	nation
where
	s_suppkey = l1.l_suppkey
	and o_orderkey = l1.l_orderkey
	and o_orderstatus = 'F'
	and l1.l_receiptdate > l1.l_commitdate
	and exists (
		select
			*
		from
			lineitem l2
		where
			l2.l_orderkey = l1.l_orderkey
			and l2.l_suppkey <> l1.l_suppkey
	)
	and not exists (
		select
			*
		from
			lineitem l3
		where
			l3.l_orderkey = l1.l_orderkey
			and l3.l_suppkey <> l1.l_suppkey
			and l3.l_receiptdate > l3.l_commitdate
	)
	and s_nationkey = n_nationkey
	and n_name = 'JORDAN'
group by
	s_name
order by
	numwait desc,
	s_name;
","-- using 11 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'JORDAN' group by s_name order by numwait desc, s_name;",6.720479,"-- using 11 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'JORDAN' group by s_name order by numwait desc, s_name;",6.720479,946.504,1.167,1030546,36,"{'Sort': 2, 'Aggregate': 1, 'Gather': 1, 'Hash Join': 5, 'Seq Scan': 6, 'Hash': 5}",14,True,True,False,1,939.7835210000001
query21.12,"-- using 12 as a seed to the RNG
-- $ID$
-- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21)
-- Functional Query Definition
-- Approved February 1998


select
	s_name,
	count(*) as numwait
from
	supplier,
	lineitem l1,
	orders,
	nation
where
	s_suppkey = l1.l_suppkey
	and o_orderkey = l1.l_orderkey
	and o_orderstatus = 'F'
	and l1.l_receiptdate > l1.l_commitdate
	and exists (
		select
			*
		from
			lineitem l2
		where
			l2.l_orderkey = l1.l_orderkey
			and l2.l_suppkey <> l1.l_suppkey
	)
	and not exists (
		select
			*
		from
			lineitem l3
		where
			l3.l_orderkey = l1.l_orderkey
			and l3.l_suppkey <> l1.l_suppkey
			and l3.l_receiptdate > l3.l_commitdate
	)
	and s_nationkey = n_nationkey
	and n_name = 'FRANCE'
group by
	s_name
order by
	numwait desc,
	s_name;
","-- using 12 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'FRANCE' group by s_name order by numwait desc, s_name;",6.747058,"-- using 12 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'FRANCE' group by s_name order by numwait desc, s_name;",6.747058,946.959,1.206,1033579,36,"{'Sort': 2, 'Aggregate': 1, 'Gather': 1, 'Hash Join': 5, 'Seq Scan': 6, 'Hash': 5}",14,True,True,False,1,940.2119419999999
query21.13,"-- using 13 as a seed to the RNG
-- $ID$
-- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21)
-- Functional Query Definition
-- Approved February 1998


select
	s_name,
	count(*) as numwait
from
	supplier,
	lineitem l1,
	orders,
	nation
where
	s_suppkey = l1.l_suppkey
	and o_orderkey = l1.l_orderkey
	and o_orderstatus = 'F'
	and l1.l_receiptdate > l1.l_commitdate
	and exists (
		select
			*
		from
			lineitem l2
		where
			l2.l_orderkey = l1.l_orderkey
			and l2.l_suppkey <> l1.l_suppkey
	)
	and not exists (
		select
			*
		from
			lineitem l3
		where
			l3.l_orderkey = l1.l_orderkey
			and l3.l_suppkey <> l1.l_suppkey
			and l3.l_receiptdate > l3.l_commitdate
	)
	and s_nationkey = n_nationkey
	and n_name = 'UNITED KINGDOM'
group by
	s_name
order by
	numwait desc,
	s_name;
","-- using 13 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'UNITED KINGDOM' group by s_name order by numwait desc, s_name;",6.9291453,"-- using 13 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'UNITED KINGDOM' group by s_name order by numwait desc, s_name;",6.9291453,944.507,1.03,1035208,36,"{'Sort': 2, 'Aggregate': 1, 'Gather': 1, 'Hash Join': 5, 'Seq Scan': 6, 'Hash': 5}",14,True,True,False,1,937.5778547
query21.14,"-- using 14 as a seed to the RNG
-- $ID$
-- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21)
-- Functional Query Definition
-- Approved February 1998


select
	s_name,
	count(*) as numwait
from
	supplier,
	lineitem l1,
	orders,
	nation
where
	s_suppkey = l1.l_suppkey
	and o_orderkey = l1.l_orderkey
	and o_orderstatus = 'F'
	and l1.l_receiptdate > l1.l_commitdate
	and exists (
		select
			*
		from
			lineitem l2
		where
			l2.l_orderkey = l1.l_orderkey
			and l2.l_suppkey <> l1.l_suppkey
	)
	and not exists (
		select
			*
		from
			lineitem l3
		where
			l3.l_orderkey = l1.l_orderkey
			and l3.l_suppkey <> l1.l_suppkey
			and l3.l_receiptdate > l3.l_commitdate
	)
	and s_nationkey = n_nationkey
	and n_name = 'MOROCCO'
group by
	s_name
order by
	numwait desc,
	s_name;
","-- using 14 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'MOROCCO' group by s_name order by numwait desc, s_name;",6.775867,"-- using 14 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'MOROCCO' group by s_name order by numwait desc, s_name;",6.775867,867.193,1.335,1035982,36,"{'Sort': 2, 'Aggregate': 1, 'Gather': 1, 'Hash Join': 5, 'Seq Scan': 6, 'Hash': 5}",14,True,True,False,1,860.417133
query21.15,"-- using 15 as a seed to the RNG
-- $ID$
-- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21)
-- Functional Query Definition
-- Approved February 1998


select
	s_name,
	count(*) as numwait
from
	supplier,
	lineitem l1,
	orders,
	nation
where
	s_suppkey = l1.l_suppkey
	and o_orderkey = l1.l_orderkey
	and o_orderstatus = 'F'
	and l1.l_receiptdate > l1.l_commitdate
	and exists (
		select
			*
		from
			lineitem l2
		where
			l2.l_orderkey = l1.l_orderkey
			and l2.l_suppkey <> l1.l_suppkey
	)
	and not exists (
		select
			*
		from
			lineitem l3
		where
			l3.l_orderkey = l1.l_orderkey
			and l3.l_suppkey <> l1.l_suppkey
			and l3.l_receiptdate > l3.l_commitdate
	)
	and s_nationkey = n_nationkey
	and n_name = 'GERMANY'
group by
	s_name
order by
	numwait desc,
	s_name;
","-- using 15 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'GERMANY' group by s_name order by numwait desc, s_name;",6.817235,"-- using 15 as a seed to the RNG -- $ID$ -- TPC-H/TPC-R Suppliers Who Kept Orders Waiting Query (Q21) -- Functional Query Definition -- Approved February 1998 select s_name, count(*) as numwait FROM supplier  WHERE s_suppkey = l1.l_suppkey AND o_orderkey = l1.l_orderkey AND o_orderstatus = 'F' AND l1.l_receiptdate > l1.l_commitdate AND l2.l_suppkey <> l1.l_suppkey ) AND l3.l_suppkey <> l1.l_suppkey AND l3.l_receiptdate > l3.l_commitdate ) AND s_nationkey = n_nationkey AND n_name = 'GERMANY' group by s_name order by numwait desc, s_name;",6.817235,872.584,1.279,1040280,36,"{'Sort': 2, 'Aggregate': 1, 'Gather': 1, 'Hash Join': 5, 'Seq Scan': 6, 'Hash': 5}",14,True,True,False,1,865.766765
